,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
8919,2011,11.8753995895,EG.FEC.RNEW.ZS,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
8920,2012,10.9333000183,EG.FEC.RNEW.ZS,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
8921,2013,11.5936002731,EG.FEC.RNEW.ZS,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
8922,2014,11.1396999359,EG.FEC.RNEW.ZS,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
8923,2015,11.2117996216,EG.FEC.RNEW.ZS,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
8924,2000,93.6202011108,EG.FEC.RNEW.ZS,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
8925,2001,92.9775009155,EG.FEC.RNEW.ZS,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
8926,2002,93.1412963867,EG.FEC.RNEW.ZS,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
8927,2003,92.6359024048,EG.FEC.RNEW.ZS,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
8928,2004,92.8612976074,EG.FEC.RNEW.ZS,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
8929,2005,93.587097168,EG.FEC.RNEW.ZS,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
8930,2006,92.975402832,EG.FEC.RNEW.ZS,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
8931,2007,87.320098877,EG.FEC.RNEW.ZS,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
8932,2008,87.9027023315,EG.FEC.RNEW.ZS,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
8933,2009,85.8221969604,EG.FEC.RNEW.ZS,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
8934,2010,84.283996582,EG.FEC.RNEW.ZS,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
8935,2011,83.2118988037,EG.FEC.RNEW.ZS,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
8936,2012,86.6642990112,EG.FEC.RNEW.ZS,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
8937,2013,86.8876037598,EG.FEC.RNEW.ZS,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
8938,2014,83.697303772,EG.FEC.RNEW.ZS,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
8939,2015,80.6546020508,EG.FEC.RNEW.ZS,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
8940,2000,80.1666030884,EG.FEC.RNEW.ZS,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
8941,2001,82.4773025513,EG.FEC.RNEW.ZS,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
8942,2002,83.1136016846,EG.FEC.RNEW.ZS,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
8943,2003,79.7956008911,EG.FEC.RNEW.ZS,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
8944,2004,80.4217987061,EG.FEC.RNEW.ZS,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
8945,2005,79.7276000977,EG.FEC.RNEW.ZS,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
8946,2006,81.577796936,EG.FEC.RNEW.ZS,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
8947,2007,80.8295974731,EG.FEC.RNEW.ZS,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
8948,2008,85.8065032959,EG.FEC.RNEW.ZS,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
8949,2009,85.5811004639,EG.FEC.RNEW.ZS,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
8950,2010,84.8701019287,EG.FEC.RNEW.ZS,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
8951,2011,84.4011993408,EG.FEC.RNEW.ZS,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
8952,2012,78.6902008057,EG.FEC.RNEW.ZS,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
8953,2013,76.123298645,EG.FEC.RNEW.ZS,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
8954,2014,72.6294021606,EG.FEC.RNEW.ZS,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
8955,2015,70.6560974121,EG.FEC.RNEW.ZS,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
8956,2000,34.734500885,EG.FEC.RNEW.ZS,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
8957,2001,30.3190002441,EG.FEC.RNEW.ZS,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
8958,2002,33.7378005981,EG.FEC.RNEW.ZS,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
8959,2003,33.2981987,EG.FEC.RNEW.ZS,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
8960,2004,34.7495994568,EG.FEC.RNEW.ZS,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
8961,2005,34.5369987488,EG.FEC.RNEW.ZS,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
8962,2006,35.317401886,EG.FEC.RNEW.ZS,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
8963,2007,35.8353004456,EG.FEC.RNEW.ZS,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
8964,2008,32.284198761,EG.FEC.RNEW.ZS,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
8965,2009,33.1208000183,EG.FEC.RNEW.ZS,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
8966,2010,31.0457000732,EG.FEC.RNEW.ZS,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
8967,2011,31.425699234,EG.FEC.RNEW.ZS,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
8968,2012,31.6968994141,EG.FEC.RNEW.ZS,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
8969,2013,30.5368003845,EG.FEC.RNEW.ZS,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
8970,2014,29.9841995239,EG.FEC.RNEW.ZS,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
8971,2015,28.8164997101,EG.FEC.RNEW.ZS,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
8972,2000,0.0,EG.FEC.RNEW.ZS,NRU,Nauru,East Asia & Pacific,High income,IBRD
8973,2001,0.0,EG.FEC.RNEW.ZS,NRU,Nauru,East Asia & Pacific,High income,IBRD
8974,2002,0.0,EG.FEC.RNEW.ZS,NRU,Nauru,East Asia & Pacific,High income,IBRD
8975,2003,0.0,EG.FEC.RNEW.ZS,NRU,Nauru,East Asia & Pacific,High income,IBRD
8976,2004,0.0,EG.FEC.RNEW.ZS,NRU,Nauru,East Asia & Pacific,High income,IBRD
8977,2005,0.0,EG.FEC.RNEW.ZS,NRU,Nauru,East Asia & Pacific,High income,IBRD
8978,2006,0.071800001,EG.FEC.RNEW.ZS,NRU,Nauru,East Asia & Pacific,High income,IBRD
8979,2007,0.0785999969,EG.FEC.RNEW.ZS,NRU,Nauru,East Asia & Pacific,High income,IBRD
8980,2008,0.077200003,EG.FEC.RNEW.ZS,NRU,Nauru,East Asia & Pacific,High income,IBRD
8981,2009,0.0846000016,EG.FEC.RNEW.ZS,NRU,Nauru,East Asia & Pacific,High income,IBRD
8982,2010,0.0837000012,EG.FEC.RNEW.ZS,NRU,Nauru,East Asia & Pacific,High income,IBRD
8983,2011,0.0926000029,EG.FEC.RNEW.ZS,NRU,Nauru,East Asia & Pacific,High income,IBRD
8984,2012,0.07079999890000001,EG.FEC.RNEW.ZS,NRU,Nauru,East Asia & Pacific,High income,IBRD
8985,2013,0.0601000004,EG.FEC.RNEW.ZS,NRU,Nauru,East Asia & Pacific,High income,IBRD
8986,2014,0.0548,EG.FEC.RNEW.ZS,NRU,Nauru,East Asia & Pacific,High income,IBRD
8987,2015,0.10450000320000001,EG.FEC.RNEW.ZS,NRU,Nauru,East Asia & Pacific,High income,IBRD
8988,2000,88.2863998413,EG.FEC.RNEW.ZS,NPL,Nepal,South Asia,Lower middle income,IDA
8989,2001,87.7584991455,EG.FEC.RNEW.ZS,NPL,Nepal,South Asia,Lower middle income,IDA
8990,2002,89.9449996948,EG.FEC.RNEW.ZS,NPL,Nepal,South Asia,Lower middle income,IDA
8991,2003,89.4446029663,EG.FEC.RNEW.ZS,NPL,Nepal,South Asia,Lower middle income,IDA
8992,2004,90.2985992432,EG.FEC.RNEW.ZS,NPL,Nepal,South Asia,Lower middle income,IDA
8993,2005,89.5190963745,EG.FEC.RNEW.ZS,NPL,Nepal,South Asia,Lower middle income,IDA
8994,2006,91.254699707,EG.FEC.RNEW.ZS,NPL,Nepal,South Asia,Lower middle income,IDA
8995,2007,91.3136978149,EG.FEC.RNEW.ZS,NPL,Nepal,South Asia,Lower middle income,IDA
8996,2008,90.4704971313,EG.FEC.RNEW.ZS,NPL,Nepal,South Asia,Lower middle income,IDA
8997,2009,88.9343032837,EG.FEC.RNEW.ZS,NPL,Nepal,South Asia,Lower middle income,IDA
8998,2010,87.2945022583,EG.FEC.RNEW.ZS,NPL,Nepal,South Asia,Lower middle income,IDA
8999,2011,86.9476013184,EG.FEC.RNEW.ZS,NPL,Nepal,South Asia,Lower middle income,IDA
9000,2012,84.698600769,EG.FEC.RNEW.ZS,NPL,Nepal,South Asia,Lower middle income,IDA
9001,2013,86.0494995117,EG.FEC.RNEW.ZS,NPL,Nepal,South Asia,Lower middle income,IDA
9002,2014,84.06300354,EG.FEC.RNEW.ZS,NPL,Nepal,South Asia,Lower middle income,IDA
9003,2015,85.0361022949,EG.FEC.RNEW.ZS,NPL,Nepal,South Asia,Lower middle income,IDA
9004,2000,1.7307000160000001,EG.FEC.RNEW.ZS,NLD,Netherlands,Europe & Central Asia,High income,Not classified
9005,2001,1.7632999420000002,EG.FEC.RNEW.ZS,NLD,Netherlands,Europe & Central Asia,High income,Not classified
9006,2002,1.9162000418,EG.FEC.RNEW.ZS,NLD,Netherlands,Europe & Central Asia,High income,Not classified
9007,2003,1.9061000347000001,EG.FEC.RNEW.ZS,NLD,Netherlands,Europe & Central Asia,High income,Not classified
9008,2004,2.2195000648,EG.FEC.RNEW.ZS,NLD,Netherlands,Europe & Central Asia,High income,Not classified
9009,2005,2.741699934,EG.FEC.RNEW.ZS,NLD,Netherlands,Europe & Central Asia,High income,Not classified
9010,2006,3.1168999672,EG.FEC.RNEW.ZS,NLD,Netherlands,Europe & Central Asia,High income,Not classified
9011,2007,3.6830999851,EG.FEC.RNEW.ZS,NLD,Netherlands,Europe & Central Asia,High income,Not classified
9012,2008,3.9418001175,EG.FEC.RNEW.ZS,NLD,Netherlands,Europe & Central Asia,High income,Not classified
9013,2009,4.3817000389,EG.FEC.RNEW.ZS,NLD,Netherlands,Europe & Central Asia,High income,Not classified
9014,2010,3.850399971,EG.FEC.RNEW.ZS,NLD,Netherlands,Europe & Central Asia,High income,Not classified
9015,2011,4.6933999062,EG.FEC.RNEW.ZS,NLD,Netherlands,Europe & Central Asia,High income,Not classified
9016,2012,4.8982000351,EG.FEC.RNEW.ZS,NLD,Netherlands,Europe & Central Asia,High income,Not classified
9017,2013,4.935500145,EG.FEC.RNEW.ZS,NLD,Netherlands,Europe & Central Asia,High income,Not classified
9018,2014,5.5265002251,EG.FEC.RNEW.ZS,NLD,Netherlands,Europe & Central Asia,High income,Not classified
9019,2015,5.7104997635,EG.FEC.RNEW.ZS,NLD,Netherlands,Europe & Central Asia,High income,Not classified
9020,2000,7.5433001518000005,EG.FEC.RNEW.ZS,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
9021,2001,6.7192997932,EG.FEC.RNEW.ZS,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
9022,2002,5.2835998535,EG.FEC.RNEW.ZS,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
9023,2003,4.928800106,EG.FEC.RNEW.ZS,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
9024,2004,5.2000999451,EG.FEC.RNEW.ZS,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
9025,2005,5.0763998032,EG.FEC.RNEW.ZS,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
9026,2006,4.5229997635,EG.FEC.RNEW.ZS,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
9027,2007,5.8231000900000005,EG.FEC.RNEW.ZS,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
9028,2008,7.7811999321,EG.FEC.RNEW.ZS,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
9029,2009,6.9552998543,EG.FEC.RNEW.ZS,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
9030,2010,4.8491001129,EG.FEC.RNEW.ZS,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
9031,2011,5.9282999039,EG.FEC.RNEW.ZS,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
9032,2012,6.1676998138,EG.FEC.RNEW.ZS,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
9033,2013,6.5622000694,EG.FEC.RNEW.ZS,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
9034,2014,4.293900013,EG.FEC.RNEW.ZS,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
9035,2015,5.0893001556,EG.FEC.RNEW.ZS,NCL,New Caledonia,East Asia & Pacific,High income,Not classified
9036,2000,29.0349006653,EG.FEC.RNEW.ZS,NZL,New Zealand,East Asia & Pacific,High income,Not classified
9037,2001,27.0230998993,EG.FEC.RNEW.ZS,NZL,New Zealand,East Asia & Pacific,High income,Not classified
9038,2002,28.8815002441,EG.FEC.RNEW.ZS,NZL,New Zealand,East Asia & Pacific,High income,Not classified
9039,2003,28.2292995453,EG.FEC.RNEW.ZS,NZL,New Zealand,East Asia & Pacific,High income,Not classified
9040,2004,30.7105998993,EG.FEC.RNEW.ZS,NZL,New Zealand,East Asia & Pacific,High income,Not classified
9041,2005,29.3698005676,EG.FEC.RNEW.ZS,NZL,New Zealand,East Asia & Pacific,High income,Not classified
9042,2006,29.5422992706,EG.FEC.RNEW.ZS,NZL,New Zealand,East Asia & Pacific,High income,Not classified
9043,2007,29.2033996582,EG.FEC.RNEW.ZS,NZL,New Zealand,East Asia & Pacific,High income,Not classified
9044,2008,28.3143005371,EG.FEC.RNEW.ZS,NZL,New Zealand,East Asia & Pacific,High income,Not classified
9045,2009,30.4657993317,EG.FEC.RNEW.ZS,NZL,New Zealand,East Asia & Pacific,High income,Not classified
9046,2010,31.6900005341,EG.FEC.RNEW.ZS,NZL,New Zealand,East Asia & Pacific,High income,Not classified
9047,2011,32.5962982178,EG.FEC.RNEW.ZS,NZL,New Zealand,East Asia & Pacific,High income,Not classified
9048,2012,30.9211997986,EG.FEC.RNEW.ZS,NZL,New Zealand,East Asia & Pacific,High income,Not classified
9049,2013,30.2096004486,EG.FEC.RNEW.ZS,NZL,New Zealand,East Asia & Pacific,High income,Not classified
9050,2014,30.8206996918,EG.FEC.RNEW.ZS,NZL,New Zealand,East Asia & Pacific,High income,Not classified
9051,2015,31.1613998413,EG.FEC.RNEW.ZS,NZL,New Zealand,East Asia & Pacific,High income,Not classified
9052,2000,58.4193992615,EG.FEC.RNEW.ZS,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
9053,2001,56.6576004028,EG.FEC.RNEW.ZS,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
9054,2002,54.6711006165,EG.FEC.RNEW.ZS,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
9055,2003,51.7449989319,EG.FEC.RNEW.ZS,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
9056,2004,51.4737014771,EG.FEC.RNEW.ZS,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
9057,2005,53.0708999634,EG.FEC.RNEW.ZS,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
9058,2006,53.6198005676,EG.FEC.RNEW.ZS,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
9059,2007,52.8736000061,EG.FEC.RNEW.ZS,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
9060,2008,54.1257019043,EG.FEC.RNEW.ZS,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
9061,2009,54.5597991943,EG.FEC.RNEW.ZS,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
9062,2010,54.4440002441,EG.FEC.RNEW.ZS,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
9063,2011,53.2997016907,EG.FEC.RNEW.ZS,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
9064,2012,53.2710990906,EG.FEC.RNEW.ZS,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
9065,2013,54.1598014832,EG.FEC.RNEW.ZS,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
9066,2014,53.0205001831,EG.FEC.RNEW.ZS,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
9067,2015,50.0047988892,EG.FEC.RNEW.ZS,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
9068,2000,87.6223983765,EG.FEC.RNEW.ZS,NER,Niger,Sub-Saharan Africa ,Low income,IDA
9069,2001,87.6967010498,EG.FEC.RNEW.ZS,NER,Niger,Sub-Saharan Africa ,Low income,IDA
9070,2002,87.738899231,EG.FEC.RNEW.ZS,NER,Niger,Sub-Saharan Africa ,Low income,IDA
9071,2003,86.96900177,EG.FEC.RNEW.ZS,NER,Niger,Sub-Saharan Africa ,Low income,IDA
9072,2004,86.9893035889,EG.FEC.RNEW.ZS,NER,Niger,Sub-Saharan Africa ,Low income,IDA
9073,2005,87.5431976318,EG.FEC.RNEW.ZS,NER,Niger,Sub-Saharan Africa ,Low income,IDA
9074,2006,87.426902771,EG.FEC.RNEW.ZS,NER,Niger,Sub-Saharan Africa ,Low income,IDA
9075,2007,86.1699981689,EG.FEC.RNEW.ZS,NER,Niger,Sub-Saharan Africa ,Low income,IDA
9076,2008,86.0625,EG.FEC.RNEW.ZS,NER,Niger,Sub-Saharan Africa ,Low income,IDA
9077,2009,83.2535018921,EG.FEC.RNEW.ZS,NER,Niger,Sub-Saharan Africa ,Low income,IDA
9078,2010,80.668296814,EG.FEC.RNEW.ZS,NER,Niger,Sub-Saharan Africa ,Low income,IDA
9079,2011,77.2279968262,EG.FEC.RNEW.ZS,NER,Niger,Sub-Saharan Africa ,Low income,IDA
9080,2012,72.7127990723,EG.FEC.RNEW.ZS,NER,Niger,Sub-Saharan Africa ,Low income,IDA
9081,2013,78.7040023804,EG.FEC.RNEW.ZS,NER,Niger,Sub-Saharan Africa ,Low income,IDA
9082,2014,78.0820999146,EG.FEC.RNEW.ZS,NER,Niger,Sub-Saharan Africa ,Low income,IDA
9083,2015,78.8815002441,EG.FEC.RNEW.ZS,NER,Niger,Sub-Saharan Africa ,Low income,IDA
9084,2000,86.1906967163,EG.FEC.RNEW.ZS,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
9085,2001,84.6695022583,EG.FEC.RNEW.ZS,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
9086,2002,84.5926971436,EG.FEC.RNEW.ZS,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
9087,2003,82.9507980347,EG.FEC.RNEW.ZS,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
9088,2004,84.0821990967,EG.FEC.RNEW.ZS,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
9089,2005,84.0291976929,EG.FEC.RNEW.ZS,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
9090,2006,85.9664001465,EG.FEC.RNEW.ZS,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
9091,2007,87.335899353,EG.FEC.RNEW.ZS,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
9092,2008,86.2963027954,EG.FEC.RNEW.ZS,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
9093,2009,88.7492980957,EG.FEC.RNEW.ZS,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
9094,2010,86.4609985352,EG.FEC.RNEW.ZS,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
9095,2011,84.6440963745,EG.FEC.RNEW.ZS,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
9096,2012,84.5963973999,EG.FEC.RNEW.ZS,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
9097,2013,82.2163009644,EG.FEC.RNEW.ZS,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
9098,2014,80.657699585,EG.FEC.RNEW.ZS,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
9099,2015,82.3035964966,EG.FEC.RNEW.ZS,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
9100,2000,19.378200531,EG.FEC.RNEW.ZS,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
9101,2001,15.1705999374,EG.FEC.RNEW.ZS,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
9102,2002,14.6339998245,EG.FEC.RNEW.ZS,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
9103,2003,17.2933006287,EG.FEC.RNEW.ZS,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
9104,2004,18.2033996582,EG.FEC.RNEW.ZS,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
9105,2005,18.9519996643,EG.FEC.RNEW.ZS,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
9106,2006,19.6471996307,EG.FEC.RNEW.ZS,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
9107,2007,15.7010002136,EG.FEC.RNEW.ZS,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
9108,2008,15.6104001999,EG.FEC.RNEW.ZS,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
9109,2009,18.473400116,EG.FEC.RNEW.ZS,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
9110,2010,22.3500995636,EG.FEC.RNEW.ZS,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
9111,2011,18.6578006744,EG.FEC.RNEW.ZS,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
9112,2012,18.2943000793,EG.FEC.RNEW.ZS,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
9113,2013,21.1996002197,EG.FEC.RNEW.ZS,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
9114,2014,21.2196006775,EG.FEC.RNEW.ZS,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
9115,2015,23.9605998993,EG.FEC.RNEW.ZS,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
9116,2000,0.0,EG.FEC.RNEW.ZS,MNP,Northern Mariana Islands,East Asia & Pacific,High income,Not classified
9117,2001,0.0,EG.FEC.RNEW.ZS,MNP,Northern Mariana Islands,East Asia & Pacific,High income,Not classified
9118,2002,0.0,EG.FEC.RNEW.ZS,MNP,Northern Mariana Islands,East Asia & Pacific,High income,Not classified
9119,2003,0.0,EG.FEC.RNEW.ZS,MNP,Northern Mariana Islands,East Asia & Pacific,High income,Not classified
9120,2004,0.0,EG.FEC.RNEW.ZS,MNP,Northern Mariana Islands,East Asia & Pacific,High income,Not classified
9121,2005,0.0,EG.FEC.RNEW.ZS,MNP,Northern Mariana Islands,East Asia & Pacific,High income,Not classified
9122,2006,0.0,EG.FEC.RNEW.ZS,MNP,Northern Mariana Islands,East Asia & Pacific,High income,Not classified
9123,2007,0.0,EG.FEC.RNEW.ZS,MNP,Northern Mariana Islands,East Asia & Pacific,High income,Not classified
9124,2008,0.0,EG.FEC.RNEW.ZS,MNP,Northern Mariana Islands,East Asia & Pacific,High income,Not classified
9125,2009,0.0,EG.FEC.RNEW.ZS,MNP,Northern Mariana Islands,East Asia & Pacific,High income,Not classified
9126,2010,0.0,EG.FEC.RNEW.ZS,MNP,Northern Mariana Islands,East Asia & Pacific,High income,Not classified
9127,2011,0.0,EG.FEC.RNEW.ZS,MNP,Northern Mariana Islands,East Asia & Pacific,High income,Not classified
9128,2012,0.0,EG.FEC.RNEW.ZS,MNP,Northern Mariana Islands,East Asia & Pacific,High income,Not classified
9129,2013,0.0,EG.FEC.RNEW.ZS,MNP,Northern Mariana Islands,East Asia & Pacific,High income,Not classified
9130,2014,0.0,EG.FEC.RNEW.ZS,MNP,Northern Mariana Islands,East Asia & Pacific,High income,Not classified
9131,2015,0.0,EG.FEC.RNEW.ZS,MNP,Northern Mariana Islands,East Asia & Pacific,High income,Not classified
9132,2000,60.1846008301,EG.FEC.RNEW.ZS,NOR,Norway,Europe & Central Asia,High income,Not classified
9133,2001,59.6026992798,EG.FEC.RNEW.ZS,NOR,Norway,Europe & Central Asia,High income,Not classified
9134,2002,59.4894981384,EG.FEC.RNEW.ZS,NOR,Norway,Europe & Central Asia,High income,Not classified
9135,2003,56.2532997131,EG.FEC.RNEW.ZS,NOR,Norway,Europe & Central Asia,High income,Not classified
9136,2004,56.8679008484,EG.FEC.RNEW.ZS,NOR,Norway,Europe & Central Asia,High income,Not classified
9137,2005,58.5881004333,EG.FEC.RNEW.ZS,NOR,Norway,Europe & Central Asia,High income,Not classified
9138,2006,57.0558013916,EG.FEC.RNEW.ZS,NOR,Norway,Europe & Central Asia,High income,Not classified
9139,2007,57.3867988586,EG.FEC.RNEW.ZS,NOR,Norway,Europe & Central Asia,High income,Not classified
9140,2008,58.489200592,EG.FEC.RNEW.ZS,NOR,Norway,Europe & Central Asia,High income,Not classified
9141,2009,56.7541999817,EG.FEC.RNEW.ZS,NOR,Norway,Europe & Central Asia,High income,Not classified
9142,2010,56.378200531,EG.FEC.RNEW.ZS,NOR,Norway,Europe & Central Asia,High income,Not classified
9143,2011,56.7144012451,EG.FEC.RNEW.ZS,NOR,Norway,Europe & Central Asia,High income,Not classified
9144,2012,58.003200531,EG.FEC.RNEW.ZS,NOR,Norway,Europe & Central Asia,High income,Not classified
9145,2013,57.4406013489,EG.FEC.RNEW.ZS,NOR,Norway,Europe & Central Asia,High income,Not classified
9146,2014,56.9207000732,EG.FEC.RNEW.ZS,NOR,Norway,Europe & Central Asia,High income,Not classified
9147,2015,58.1333007812,EG.FEC.RNEW.ZS,NOR,Norway,Europe & Central Asia,High income,Not classified
9148,2000,0.0,EG.FEC.RNEW.ZS,OMN,Oman,Middle East & North Africa,High income,Not classified
9149,2001,0.0,EG.FEC.RNEW.ZS,OMN,Oman,Middle East & North Africa,High income,Not classified
9150,2002,0.0,EG.FEC.RNEW.ZS,OMN,Oman,Middle East & North Africa,High income,Not classified
9151,2003,0.0,EG.FEC.RNEW.ZS,OMN,Oman,Middle East & North Africa,High income,Not classified
9152,2004,0.0,EG.FEC.RNEW.ZS,OMN,Oman,Middle East & North Africa,High income,Not classified
9153,2005,0.0,EG.FEC.RNEW.ZS,OMN,Oman,Middle East & North Africa,High income,Not classified
9154,2006,0.0,EG.FEC.RNEW.ZS,OMN,Oman,Middle East & North Africa,High income,Not classified
9155,2007,0.0,EG.FEC.RNEW.ZS,OMN,Oman,Middle East & North Africa,High income,Not classified
9156,2008,0.0,EG.FEC.RNEW.ZS,OMN,Oman,Middle East & North Africa,High income,Not classified
